CNPJ;Ano;Trimestre;ValorDespesas
342157;2024;2T2024;31707985.52
342157;2024;3T2024;51180897.7
342157;2024;4T2024;75035446.52
342203;2024;2T2024;43012985.089999996
342203;2024;3T2024;65429667.019999996
342203;2024;4T2024;88952217.17
342335;2024;4T2024;8119437.0
342343;2024;2T2024;183229176.45999998
342343;2024;3T2024;270868195.57
342343;2024;4T2024;355696353.62
342386;2024;2T2024;134754807.79
342386;2024;3T2024;202058855.74
342386;2024;4T2024;267089344.65
342556;2024;2T2024;582444167.1800001
342556;2024;3T2024;892108197.38
342556;2024;4T2024;1180628600.3
342611;2024;2T2024;440338030.6
342611;2024;3T2024;673225523.22
342611;2024;4T2024;909580509.72
342807;2024;2T2024;473050612.43
342807;2024;3T2024;679876728.38
342807;2024;4T2024;897023590.96
342955;2024;2T2024;10642606.46
342955;2024;3T2024;16168119.540000001
342955;2024;4T2024;15192500.95
343056;2024;2T2024;11328915.89
343056;2024;3T2024;16912442.439999998
343056;2024;4T2024;22683248.16
343064;2024;2T2024;228061099.87
343064;2024;3T2024;323607562.71999997
343064;2024;4T2024;414490473.77000004
343129;2024;2T2024;81730116.93
343129;2024;3T2024;119013095.04
343129;2024;4T2024;154979711.19
343153;2024;2T2024;28220690.11
343153;2024;3T2024;40076025.87
343153;2024;4T2024;54107684.56
343269;2024;2T2024;2605430389.79
343269;2024;3T2024;3953467012.3999996
343269;2024;4T2024;5308221975.75
343331;2024;2T2024;199390737.41
343331;2024;3T2024;304610693.89
343331;2024;4T2024;419549073.03999996
343404;2024;2T2024;5289502.33
343404;2024;3T2024;7761568.7299999995
343404;2024;4T2024;10537432.89
343463;2024;2T2024;185697526.71
343463;2024;3T2024;265339204.70000002
343463;2024;4T2024;350735404.73
343676;2024;2T2024;165139691.45999998
343676;2024;3T2024;236116607.7
343676;2024;4T2024;311538206.85
343684;2024;2T2024;158336071.78
343684;2024;3T2024;238362011.14000002
343684;2024;4T2024;311581316.71
343722;2024;2T2024;50031081.23
343722;2024;3T2024;71948055.55
343722;2024;4T2024;96453749.94
343731;2024;2T2024;3057403315.49
343731;2024;3T2024;4447012582.09
343731;2024;4T2024;5788126302.94
343765;2024;2T2024;72580397.45
343765;2024;3T2024;105224780.64
343765;2024;4T2024;137379787.61
343889;2024;2T2024;15270689654.33
343889;2024;3T2024;22336101913.829998
343889;2024;4T2024;30130518312.74
343919;2024;4T2024;5302266.9
344095;2024;4T2024;1929321.4
344141;2024;2T2024;20566724.61
344141;2024;3T2024;30273440.830000002
344141;2024;4T2024;39129983.69
344184;2024;2T2024;11683207.33
344184;2024;3T2024;17109808.54
344184;2024;4T2024;20224218.49
344362;2024;2T2024;563591940.99
344362;2024;3T2024;814871456.43
344362;2024;4T2024;1032978671.66
344397;2024;2T2024;1107704678.65
344397;2024;3T2024;1574173737.26
344397;2024;4T2024;2041356658.89
344451;2024;2T2024;48010286.61
344451;2024;3T2024;74882900.35
344451;2024;4T2024;102783344.28
344486;2024;4T2024;5421813.649999999
344583;2024;4T2024;455082.27
344681;2024;4T2024;12146802.2
344729;2024;2T2024;392488414.49
344729;2024;3T2024;599272481.05
344729;2024;4T2024;788918894.0
344788;2024;2T2024;49023032.480000004
344788;2024;3T2024;72812896.85
344788;2024;4T2024;92747160.21
344800;2024;2T2024;419130449.48
344800;2024;3T2024;1149873256.8899999
344800;2024;4T2024;1547970208.68
344885;2024;2T2024;4042593515.43
344885;2024;3T2024;6067793101.2
344885;2024;4T2024;7960923289.4800005
344915;2024;2T2024;13164010.469999999
344915;2024;3T2024;18812877.82
344915;2024;4T2024;23893147.85
345091;2024;2T2024;162842679.61
345091;2024;3T2024;209213074.42999998
345091;2024;4T2024;280127204.44
345318;2024;2T2024;52779837.85
345318;2024;3T2024;78873420.49
345318;2024;4T2024;102981666.86
345458;2024;2T2024;200213118.54
345458;2024;3T2024;295501364.23
345458;2024;4T2024;380172815.7
345598;2024;2T2024;509861544.31
345598;2024;3T2024;775663147.0300001
345598;2024;4T2024;1043490361.18
345709;2024;2T2024;369099688.66
345709;2024;3T2024;562085037.8199999
345709;2024;4T2024;747860410.9300001
345741;2024;2T2024;30800029.93
345741;2024;3T2024;46322643.35
345741;2024;4T2024;58496060.75
345776;2024;2T2024;149435123.41
345776;2024;3T2024;227497834.25
345776;2024;4T2024;299100221.03000003
346004;2024;2T2024;47332909.36
346004;2024;3T2024;72686594.44
346004;2024;4T2024;98872894.6
346209;2024;2T2024;283451836.83
346209;2024;3T2024;427831236.84000003
346209;2024;4T2024;587367696.63
346276;2024;2T2024;595665301.23
346276;2024;3T2024;929352543.14
346276;2024;4T2024;1232150070.12
346659;2024;2T2024;21475770979.86
346659;2024;3T2024;31180309294.68
346659;2024;4T2024;41293983428.58
346870;2024;2T2024;70663912.13
346870;2024;3T2024;100147371.52
346870;2024;4T2024;119983206.11
346926;2024;2T2024;3211071109.33
346926;2024;3T2024;4979532199.59
346926;2024;4T2024;6790380312.900001
346951;2024;2T2024;179566039.25
346951;2024;3T2024;267172134.14000002
346951;2024;4T2024;355129862.49
347108;2024;2T2024;147040285.3
347108;2024;3T2024;214712637.12
347108;2024;4T2024;320987069.62
347302;2024;4T2024;4736394.64
347477;2024;4T2024;17469060.67
347507;2024;2T2024;580662827.66
347507;2024;3T2024;847943485.86
347507;2024;4T2024;1121296025.74
347604;2024;2T2024;24952095.23
347604;2024;3T2024;37686574.339999996
347604;2024;4T2024;50087662.809999995
347655;2024;2T2024;282885975.49
347655;2024;3T2024;427614803.87
347655;2024;4T2024;573454213.5600001
347736;2024;2T2024;124522346.18
347736;2024;3T2024;176926051.73
347736;2024;4T2024;221988135.35
347795;2024;2T2024;19125831.54
347795;2024;3T2024;27584403.169999998
347795;2024;4T2024;35589413.51
347825;2024;2T2024;53982796.05
347825;2024;3T2024;72517894.08
347825;2024;4T2024;93532041.16
348082;2024;2T2024;651968368.13
348082;2024;3T2024;989677384.4399999
348082;2024;4T2024;1304761023.38
348180;2024;2T2024;992461869.3199999
348180;2024;3T2024;1495905170.08
348180;2024;4T2024;2040528251.33
348244;2024;2T2024;285007475.3
348244;2024;3T2024;412599427.61
348244;2024;4T2024;538972519.75
348261;2024;2T2024;144522598.27
348261;2024;3T2024;217784506.08
348261;2024;4T2024;285270121.04
348295;2024;2T2024;2642188779.4
348295;2024;3T2024;3990258524.98
348295;2024;4T2024;5350383502.0
348520;2024;2T2024;2901915190.16
348520;2024;3T2024;4327984378.31
348520;2024;4T2024;5021969615.71
348830;2024;2T2024;500101866.81
348830;2024;3T2024;819855554.79
348830;2024;4T2024;1108373303.6
349011;2024;4T2024;10423392.709999999
349283;2024;4T2024;463929.35000000003
349534;2024;2T2024;351185799.93
349534;2024;3T2024;512752277.79
349534;2024;4T2024;649608902.28
349682;2024;2T2024;806499130.93
349682;2024;3T2024;1191826429.27
349682;2024;4T2024;1603795647.0800002
349712;2024;2T2024;966981377.55
349712;2024;3T2024;1437699091.66
349712;2024;4T2024;1896318393.01
350141;2024;2T2024;953962149.08
350141;2024;3T2024;1575151892.43
350141;2024;4T2024;2195467313.12
350249;2024;2T2024;906503020.05
350249;2024;3T2024;1318753741.61
350249;2024;4T2024;1652645662.99
350290;2024;4T2024;4132175.99
350346;2024;2T2024;90293349.71
350346;2024;3T2024;136431052.26
350346;2024;4T2024;163982515.86
350371;2024;2T2024;628905060.79
350371;2024;3T2024;927680490.55
350371;2024;4T2024;1240874573.1
350494;2024;2T2024;208565508.46
350494;2024;3T2024;317079447.83
350494;2024;4T2024;421678785.44
350630;2024;4T2024;15399766.9
350648;2024;2T2024;81368794.96
350648;2024;3T2024;122814612.82000001
350648;2024;4T2024;170219856.98
350699;2024;2T2024;217256447.44
350699;2024;3T2024;345829783.39
350699;2024;4T2024;483259027.43
350729;2024;2T2024;12591312.16
350729;2024;3T2024;12231996.21
350770;2024;2T2024;15021978.65
350770;2024;3T2024;20959565.79
350770;2024;4T2024;26176070.95
351202;2024;2T2024;1976564325.04
351202;2024;3T2024;3004845059.81
351202;2024;4T2024;4047676990.29
351270;2024;2T2024;92067317.11
351270;2024;3T2024;139228551.27
351270;2024;4T2024;180844937.16
351351;2024;4T2024;5858608.8
351407;2024;2T2024;383512229.98
351407;2024;3T2024;566640888.74
351407;2024;4T2024;722756763.74
351628;2024;4T2024;922844.48
351776;2024;2T2024;68132466.21
351776;2024;3T2024;110060484.9
351776;2024;4T2024;145355177.57
351792;2024;2T2024;263352500.1
351792;2024;3T2024;398993942.05
351792;2024;4T2024;525988036.66
352152;2024;4T2024;5609305.05
352179;2024;2T2024;283675225.42
352179;2024;3T2024;406721605.12
352179;2024;4T2024;536745359.96
352314;2024;2T2024;254958643.15
352314;2024;3T2024;365788187.36
352314;2024;4T2024;485217238.78999996
352331;2024;2T2024;2843170088.32
352331;2024;3T2024;4402221842.7
352331;2024;4T2024;5961113521.98
352501;2024;2T2024;9393136865.6
352501;2024;3T2024;14518958752.89
352501;2024;4T2024;19351865672.44
352519;2024;2T2024;50448227.3
352519;2024;3T2024;80911682.59
352519;2024;4T2024;107039582.86999999
352543;2024;2T2024;654187391.74
352543;2024;3T2024;975791848.47
352543;2024;4T2024;1280235921.71
352586;2024;2T2024;276405179.77
352586;2024;3T2024;371250960.24
352586;2024;4T2024;460897536.54999995
352683;2024;2T2024;688975858.53
352683;2024;3T2024;1050896938.92
352683;2024;4T2024;1434207728.61
353027;2024;2T2024;186451635.59
353027;2024;3T2024;316015464.04
353027;2024;4T2024;396232383.07
353060;2024;2T2024;684427077.24
353060;2024;3T2024;1020573800.18
353060;2024;4T2024;1334744234.04
353264;2024;2T2024;62838231.14
353264;2024;3T2024;93528978.38000001
353264;2024;4T2024;124051646.34
353353;2024;2T2024;1469700291.6599998
353353;2024;3T2024;2192964298.72
353353;2024;4T2024;2847719602.09
353477;2024;4T2024;434654.04
353663;2024;2T2024;1101098030.59
353663;2024;3T2024;1629132598.94
353663;2024;4T2024;2146714171.7
353698;2024;2T2024;64246912.88
353698;2024;3T2024;90137833.67
353698;2024;4T2024;115799320.94
353752;2024;4T2024;10657071.91
353876;2024;2T2024;86063395.75999999
353876;2024;3T2024;134350562.4
353876;2024;4T2024;181229911.41
353892;2024;4T2024;532694.6
354031;2024;2T2024;1250410822.66
354031;2024;3T2024;1882020514.48
354031;2024;4T2024;2503414949.6
354066;2024;2T2024;1119282855.79
354066;2024;3T2024;1616051197.08
354066;2024;4T2024;2092935915.72
354279;2024;2T2024;227308697.73
354279;2024;3T2024;337888753.4
354279;2024;4T2024;448862919.25
354295;2024;2T2024;734016449.16
354295;2024;3T2024;1099670324.46
354295;2024;4T2024;1449919204.98
354325;2024;2T2024;225423652.01999998
354325;2024;3T2024;341305393.68
354325;2024;4T2024;434209792.31
354511;2024;2T2024;444076882.96
354511;2024;3T2024;615551132.6
354511;2024;4T2024;792096630.9
354562;2024;2T2024;411019657.13
354562;2024;3T2024;666444895.1899999
354562;2024;4T2024;888736911.7900001
354619;2024;2T2024;101332417.16000001
354619;2024;3T2024;155696673.81
354619;2024;4T2024;199562449.48000002
354627;2024;2T2024;154545721.14
354627;2024;3T2024;223264542.25
354627;2024;4T2024;4447236796.63
354678;2024;2T2024;56398039.34
354678;2024;3T2024;77952653.71000001
354678;2024;4T2024;99041117.95
354686;2024;4T2024;14323660.34
354783;2024;2T2024;867133537.52
354783;2024;3T2024;1306189609.88
354783;2024;4T2024;1728005023.19
354996;2024;2T2024;90100157.71000001
354996;2024;3T2024;149575198.43
354996;2024;4T2024;192945205.19
355097;2024;2T2024;2192661044.15
355097;2024;3T2024;3285297465.93
355097;2024;4T2024;4434090817.54
355151;2024;2T2024;930123623.07
355151;2024;3T2024;1382619369.52
355151;2024;4T2024;1820338040.8400002
355577;2024;2T2024;175387247.23
355577;2024;3T2024;276077928.51
355593;2024;2T2024;152347790.05
355593;2024;3T2024;229982874.9
355593;2024;4T2024;299512498.03000003
355691;2024;2T2024;1804368180.0
355691;2024;3T2024;2812376870.19
355691;2024;4T2024;3709390978.68
355721;2024;2T2024;2153089978.06
355721;2024;3T2024;3271973674.49
355721;2024;4T2024;4363942455.7
356123;2024;2T2024;488305360.05
356123;2024;3T2024;718597438.13
356123;2024;4T2024;968187931.39
356417;2024;2T2024;1101274410.58
356417;2024;3T2024;1653842739.4099998
356417;2024;4T2024;2258718958.8199997
356476;2024;2T2024;359661666.12
356476;2024;3T2024;538263672.94
356476;2024;4T2024;713224705.85
356581;2024;2T2024;161776182.91
356581;2024;3T2024;230540588.41
356581;2024;4T2024;318966070.59000003
357022;2024;2T2024;226946914.14
357022;2024;3T2024;338120238.52
357022;2024;4T2024;456627576.72999996
357138;2024;2T2024;417563025.75
357138;2024;3T2024;621400096.99
357138;2024;4T2024;841380464.12
357260;2024;2T2024;517695143.91
357260;2024;3T2024;776178075.48
357260;2024;4T2024;1043655039.78
357391;2024;2T2024;5057541184.28
357391;2024;3T2024;7659522175.51
357391;2024;4T2024;10262265866.28
357511;2024;2T2024;2673489361.57
357511;2024;3T2024;3903462170.25
357511;2024;4T2024;5087689029.75
357669;2024;2T2024;53687833.45
357669;2024;3T2024;87440040.09
357669;2024;4T2024;116259942.33
357715;2024;2T2024;113205003.6
357715;2024;3T2024;162505287.17
357715;2024;4T2024;214603378.14
358053;2024;2T2024;27099783.04
358053;2024;3T2024;39331108.76
358053;2024;4T2024;64712258.3
358088;2024;2T2024;598361390.9300001
358088;2024;3T2024;899488491.93
358088;2024;4T2024;1187608747.4
358096;2024;2T2024;282489564.05
358096;2024;3T2024;423350840.49
358096;2024;4T2024;554319401.44
358282;2024;2T2024;147580868.17
358282;2024;3T2024;221454189.25
358282;2024;4T2024;297707169.08
358339;2024;2T2024;20520180.51
358339;2024;3T2024;30986197.66
358339;2024;4T2024;40190902.49
358436;2024;2T2024;43634528.95
358436;2024;3T2024;66167833.74
358436;2024;4T2024;88174725.64
358754;2024;2T2024;204338224.93
358754;2024;3T2024;309823933.45
358754;2024;4T2024;405600014.8
359017;2024;2T2024;28134721751.64
359017;2024;3T2024;41302289741.76
359017;2024;4T2024;51025326508.48
359033;2024;2T2024;109912118.35000001
359033;2024;3T2024;168022033.15
359033;2024;4T2024;208328765.94
359122;2024;2T2024;240482822.53
359122;2024;3T2024;371004919.98
359122;2024;4T2024;492115744.38
359289;2024;2T2024;525985539.02
359289;2024;3T2024;769105612.17
359289;2024;4T2024;974269662.28
359394;2024;4T2024;3625565.16
359459;2024;4T2024;655403.2000000001
359661;2024;2T2024;6026616134.45
359661;2024;3T2024;9117582797.84
359661;2024;4T2024;12048132856.49
359726;2024;4T2024;1234731.79
359777;2024;2T2024;688812000.22
359777;2024;3T2024;1007385708.85
359777;2024;4T2024;1336258017.28
360244;2024;2T2024;749322126.54
360244;2024;3T2024;1113485670.85
360244;2024;4T2024;1487430510.75
360414;2024;2T2024;163890236.35999998
360414;2024;3T2024;239526318.67000002
360414;2024;4T2024;304328565.7
360449;2024;2T2024;3702095107.7
360449;2024;3T2024;5637617456.22
360449;2024;4T2024;7378424640.530001
360783;2024;2T2024;27882377.53
360783;2024;3T2024;40102298.01
360783;2024;4T2024;53012054.36
361011;2024;2T2024;1389483107.49
361011;2024;3T2024;2073752440.58
361011;2024;4T2024;2807579603.54
361461;2024;2T2024;197686907.47
361461;2024;3T2024;291927034.40999997
361461;2024;4T2024;392014181.95
361569;2024;2T2024;39849433.16
361569;2024;3T2024;57250324.88
361569;2024;4T2024;62774899.669999994
361593;2024;2T2024;33381099.52
361593;2024;3T2024;50361563.03
361593;2024;4T2024;65897122.69
361615;2024;2T2024;297909604.84
361615;2024;3T2024;490474344.78
361615;2024;4T2024;638852677.52
361941;2024;2T2024;219673091.81
361941;2024;3T2024;335616345.19
361941;2024;4T2024;437855660.08
362140;2024;2T2024;244259934.72
362140;2024;3T2024;353196651.55
362140;2024;4T2024;465112499.49
362573;2024;2T2024;107611137.84
362573;2024;3T2024;165995026.27
362573;2024;4T2024;215695618.89
362824;2024;4T2024;1587366.0999999999
362832;2024;2T2024;89682834.03
362832;2024;3T2024;132093449.03999999
362832;2024;4T2024;173689022.29
363171;2024;2T2024;6427334.66
363171;2024;3T2024;9261107.86
363171;2024;4T2024;12002036.66
363189;2024;2T2024;22628984.61
363189;2024;3T2024;34979521.63
363189;2024;4T2024;46053305.67
363286;2024;2T2024;175317707.86
363286;2024;3T2024;237402559.24
363286;2024;4T2024;295862217.89
363391;2024;2T2024;25543622.61
363391;2024;3T2024;35423307.31
363391;2024;4T2024;46639903.63
363855;2024;2T2024;241381625.99
363855;2024;3T2024;344506595.55
363855;2024;4T2024;467043038.63
364070;2024;2T2024;61291810.03
364070;2024;3T2024;92756109.99
364070;2024;4T2024;125320654.96
364312;2024;2T2024;909193329.51
364312;2024;3T2024;1398394624.72
364312;2024;4T2024;1842037472.8899999
364584;2024;2T2024;1212169964.47
364584;2024;3T2024;1852916702.14
364584;2024;4T2024;2419367932.49
364592;2024;2T2024;109122125.0
364592;2024;3T2024;179194134.57
364592;2024;4T2024;251632054.96
364860;2024;2T2024;528552881.68
364860;2024;3T2024;838253438.72
364860;2024;4T2024;1082814320.27
365238;2024;2T2024;164149754.33
365238;2024;3T2024;247885674.33
365238;2024;4T2024;332161095.53
365297;2024;4T2024;9411020.27
365530;2024;2T2024;118784054.31
365530;2024;3T2024;174695623.47
365530;2024;4T2024;237301132.96
365645;2024;2T2024;2094643.55
365645;2024;3T2024;2525654.64
365645;2024;4T2024;4680301.38
365777;2024;2T2024;241225946.13
365777;2024;3T2024;354203203.32
365777;2024;4T2024;456212279.84999996
365785;2024;2T2024;12829549.13
365785;2024;3T2024;18985036.08
365785;2024;4T2024;24812422.509999998
366064;2024;2T2024;200794165.91
366064;2024;3T2024;297144388.07
366064;2024;4T2024;403190892.96000004
366340;2024;2T2024;118214486.39
366340;2024;3T2024;175389141.63
366340;2024;4T2024;231215191.22
366439;2024;2T2024;42946815.69
366439;2024;3T2024;65801074.57
366439;2024;4T2024;71858540.05
366510;2024;4T2024;2268540.38
366561;2024;2T2024;798933240.85
366561;2024;3T2024;1206303685.28
366561;2024;4T2024;1588776642.4
367087;2024;2T2024;817319282.12
367087;2024;3T2024;1205852050.19
367087;2024;4T2024;1580736820.09
367095;2024;2T2024;760915482.65
367095;2024;3T2024;1139026626.83
367095;2024;4T2024;1536804146.64
367397;2024;2T2024;846643199.74
367397;2024;3T2024;1259813787.74
367397;2024;4T2024;1654019594.49
367613;2024;2T2024;31825766.7
367613;2024;3T2024;53103229.839999996
367613;2024;4T2024;66173554.92
367966;2024;4T2024;3771723.8899999997
368148;2024;2T2024;181908291.74
368148;2024;3T2024;289998566.21
368148;2024;4T2024;379776963.63
368181;2024;4T2024;169305.03999999998
368253;2024;2T2024;23996968173.41
368253;2024;3T2024;34675330360.58
368253;2024;4T2024;43214881927.31
368555;2024;2T2024;86092718.58
368555;2024;3T2024;119627158.72999999
368555;2024;4T2024;157176602.99
368920;2024;2T2024;233555764.69
368920;2024;3T2024;346718129.19
368920;2024;4T2024;468888512.24
369233;2024;2T2024;99388658.77
369233;2024;3T2024;97513164.88
369233;2024;4T2024;71804870.16
369292;2024;2T2024;971308669.42
369292;2024;3T2024;1447652188.77
369292;2024;4T2024;1968138816.7
369411;2024;2T2024;548209599.35
369411;2024;3T2024;734696157.33
369411;2024;4T2024;957979873.0
369462;2024;4T2024;9715932.31
369659;2024;2T2024;1526499854.74
369659;2024;3T2024;2259121894.69
369659;2024;4T2024;2936884181.12
370070;2024;2T2024;1614437107.14
370070;2024;3T2024;2362753536.71
370070;2024;4T2024;3100067254.31
370088;2024;2T2024;167944124.48
370088;2024;3T2024;264044260.98000002
370088;2024;4T2024;330254730.53
370568;2024;2T2024;18562656.55
370568;2024;3T2024;26928933.91
370568;2024;4T2024;35879847.379999995
370592;2024;2T2024;64570567.1
370592;2024;3T2024;89993776.3
370592;2024;4T2024;115314051.45
370681;2024;2T2024;510150503.65
370681;2024;3T2024;747878932.5699999
370681;2024;4T2024;981211979.73
370711;2024;2T2024;12440203.39
370711;2024;3T2024;19070349.21
370711;2024;4T2024;26250459.55
370975;2024;2T2024;148767057.15
370975;2024;3T2024;231021417.75
370975;2024;4T2024;303626316.40000004
371106;2024;2T2024;602861152.64
371106;2024;3T2024;912604392.35
371106;2024;4T2024;1197557555.78
371254;2024;2T2024;2279734519.15
371254;2024;3T2024;3436226069.09
371254;2024;4T2024;4545717706.04
371564;2024;2T2024;111341954.17
371564;2024;3T2024;154306139.61
371564;2024;4T2024;199274913.05
371629;2024;2T2024;471880040.54
371629;2024;3T2024;703711951.5699999
371629;2024;4T2024;954470382.25
371777;2024;2T2024;399120676.41
371777;2024;3T2024;597365265.19
371777;2024;4T2024;815264777.39
372561;2024;2T2024;233520581.67000002
372561;2024;3T2024;356345070.33
372561;2024;4T2024;466785296.6
372609;2024;2T2024;549720853.37
372609;2024;3T2024;826226570.52
372609;2024;4T2024;1116214877.76
373109;2024;4T2024;23946373.65
374440;2024;2T2024;104295253.53
374440;2024;3T2024;163458919.87
374440;2024;4T2024;207220429.78
378216;2024;2T2024;164297646.10999998
378216;2024;3T2024;241472672.93
378216;2024;4T2024;324566213.56
378682;2024;4T2024;8713309.399999999
378941;2024;4T2024;4239814.29
379280;2024;2T2024;523765139.55
379280;2024;3T2024;789506480.32
379280;2024;4T2024;1042436453.66
379956;2024;2T2024;5468152903.03
379956;2024;3T2024;8482319907.09
379956;2024;4T2024;11377619771.65
380661;2024;2T2024;1023205297.41
380661;2024;3T2024;1483797858.05
380661;2024;4T2024;1954991103.87
381144;2024;2T2024;15086765.01
381144;2024;3T2024;22544436.84
381144;2024;4T2024;29042500.47
382281;2024;2T2024;9444622.6
382281;2024;3T2024;12762647.53
382281;2024;4T2024;16112652.38
382337;2024;4T2024;9581551.52
382540;2024;2T2024;276227818.59999996
382540;2024;3T2024;432575750.93
382540;2024;4T2024;569240004.04
382639;2024;2T2024;7586959.899999999
382639;2024;3T2024;10111026.71
382639;2024;4T2024;13043312.95
382655;2024;2T2024;19135492.0
382655;2024;3T2024;27886438.62
382655;2024;4T2024;36629678.36
382876;2024;2T2024;6368603965.01
382876;2024;3T2024;9553407049.07
382876;2024;4T2024;12588072461.23
383929;2024;4T2024;13023739.59
384577;2024;2T2024;1994247337.29
384577;2024;3T2024;3035218941.15
384577;2024;4T2024;4119647824.89
384704;2024;2T2024;104662277.07000001
384704;2024;3T2024;157933890.5
384704;2024;4T2024;203949915.57
384844;2024;4T2024;255959.1
385255;2024;2T2024;391157242.8
385255;2024;3T2024;583933771.63
385255;2024;4T2024;771085861.91
385620;2024;2T2024;151629709.22
385620;2024;3T2024;236926263.38
385620;2024;4T2024;336620797.67
385697;2024;2T2024;1172735575.4
385697;2024;3T2024;1754158391.92
385697;2024;4T2024;2349918367.91
386219;2024;4T2024;1400026.52
386588;2024;2T2024;860958299.2
386588;2024;3T2024;1294553162.66
386588;2024;4T2024;1686269858.08
386596;2024;2T2024;328186609.43
386596;2024;3T2024;432032810.42
386596;2024;4T2024;623674602.45
386901;2024;2T2024;87380325.64
386901;2024;3T2024;129043151.52
386901;2024;4T2024;175098663.5
387185;2024;2T2024;60616558.68
387185;2024;3T2024;79925691.28
387185;2024;4T2024;110883814.60000001
388092;2024;2T2024;30892613.61
388092;2024;3T2024;48298142.05
388092;2024;4T2024;62362183.15
389358;2024;2T2024;34603621.45
389358;2024;3T2024;50063058.53
389358;2024;4T2024;65428317.099999994
389854;2024;2T2024;25844833.490000002
389854;2024;3T2024;42134034.52
389854;2024;4T2024;59152372.44
390259;2024;2T2024;24398291.91
390259;2024;3T2024;34302214.75
390259;2024;4T2024;46054906.55
392804;2024;2T2024;1055744313.99
392804;2024;3T2024;1512269727.74
392804;2024;4T2024;1939711150.29
393533;2024;2T2024;19108414.4
393533;2024;3T2024;32544260.349999998
393533;2024;4T2024;33251256.89
394734;2024;2T2024;323261191.8
394734;2024;3T2024;410893390.04
394734;2024;4T2024;477411921.52000004
395480;2024;2T2024;315931341.42
395480;2024;3T2024;446491060.15
395480;2024;4T2024;558997392.88
397245;2024;2T2024;4120447.16
397245;2024;3T2024;5797728.100000001
397245;2024;4T2024;7291612.91
400556;2024;4T2024;646959.08
400572;2024;4T2024;7077432.1
400882;2024;4T2024;743231.7999999999
401072;2024;4T2024;5118411.57
401081;2024;2T2024;320035790.78
401081;2024;3T2024;466382836.03999996
401081;2024;4T2024;613031262.18
401463;2024;4T2024;3940192.1
401480;2024;2T2024;39570794.13
401480;2024;3T2024;64081176.04
401480;2024;4T2024;88563727.4
401871;2024;4T2024;497502.14999999997
401919;2024;4T2024;1055506.15
402001;2024;2T2024;29357877.17
402001;2024;3T2024;41229599.35
402001;2024;4T2024;52326027.75000001
402010;2024;4T2024;9068771.11
402095;2024;4T2024;2357636.6
402109;2024;4T2024;1457192.51
402206;2024;2T2024;56707195.0
402206;2024;3T2024;89248095.98
402206;2024;4T2024;117149703.3
402516;2024;4T2024;3936295.5700000003
402966;2024;2T2024;63436640.54
402966;2024;3T2024;89638735.37
402966;2024;4T2024;85292458.05
403245;2024;4T2024;5497642.0
403458;2024;4T2024;11019774.950000001
403512;2024;4T2024;6832050.81
403865;2024;4T2024;2440926.88
403911;2024;2T2024;5077684360.88
403911;2024;3T2024;4720776700.66
403911;2024;4T2024;4530759533.9
403962;2024;2T2024;117006953.81
403962;2024;3T2024;248211587.2
403962;2024;4T2024;358824360.58
403997;2024;4T2024;3906088.36
404241;2024;2T2024;35244473.97
404241;2024;3T2024;49810914.1
404241;2024;4T2024;68797311.76
404772;2024;4T2024;2253722.95
404942;2024;4T2024;2499879.66
405582;2024;4T2024;140655.5
405671;2024;4T2024;557522.3
405931;2024;4T2024;144975.25
406121;2024;4T2024;12759265.55
406414;2024;4T2024;4354398.86
406481;2024;2T2024;237066323.19
406481;2024;3T2024;367833289.53
406481;2024;4T2024;485238886.02
406554;2024;2T2024;369346659.65
406554;2024;3T2024;542540188.87
406554;2024;4T2024;764457425.1899999
406635;2024;2T2024;24667433.37
406635;2024;3T2024;32820880.01
406635;2024;4T2024;44461194.33
406805;2024;2T2024;48629064.44
406805;2024;3T2024;76299925.48
406805;2024;4T2024;107763782.55
406813;2024;2T2024;20815832.61
406813;2024;3T2024;26666035.72
406813;2024;4T2024;38054841.73
406937;2024;2T2024;65334462.019999996
406937;2024;3T2024;93251874.36
406937;2024;4T2024;112802212.68
406945;2024;2T2024;148378548.04
406945;2024;3T2024;216111768.26000002
406945;2024;4T2024;279614627.54
407011;2024;2T2024;397338411.5
407011;2024;3T2024;668723403.61
407011;2024;4T2024;895692887.91
407224;2024;2T2024;33091763.25
407224;2024;3T2024;39429966.15
407224;2024;4T2024;46303187.73
407241;2024;4T2024;1795243.99
407534;2024;2T2024;11778339.66
407534;2024;3T2024;15516700.72
407534;2024;4T2024;17743529.21
407569;2024;2T2024;19342835.17
407569;2024;3T2024;28872032.259999998
407569;2024;4T2024;37538723.71
408026;2024;2T2024;17141402.48
408026;2024;3T2024;25907656.77
408026;2024;4T2024;33782281.3
408034;2024;2T2024;13788268.799999999
408034;2024;3T2024;20383944.35
408034;2024;4T2024;27458611.720000003
408093;2024;2T2024;11719429.74
408093;2024;3T2024;20951632.650000002
408093;2024;4T2024;24774991.91
408263;2024;2T2024;28876839.63
408263;2024;3T2024;43511514.910000004
408263;2024;4T2024;54263616.87
408522;2024;2T2024;4523977.53
408522;2024;3T2024;8636629.45
408522;2024;4T2024;12109328.67
408794;2024;2T2024;80307777.09
408794;2024;3T2024;102075243.09
408794;2024;4T2024;142543271.74
409243;2024;2T2024;497197830.71
409243;2024;3T2024;746868784.06
409243;2024;4T2024;953748402.21
409286;2024;2T2024;1662445.02
409286;2024;3T2024;2476421.84
